|id_x|Place of Interest|City|ZIP Code|Place address|lat_started|long_started|tipo_centro|PUNTO_a|id_y|BiciMAD Station|number|Station Location|total_bases|dock_bikes|free_bases|long_finish|lat_finish|PUNTO_b|DISTANCIA
17276|20605|Templo de Debod|MADRID|28008|CALLE FERRAZ 1|40.42425096551599|-3.716531855540272|Museos|POINT (4500007.033180737 -414012.866316237)|122|Ferraz|115|Calle Evaristo San Miguel nº 2|24|13|10|-3.7170448|40.4253944|POINT (4500134.319725253 -414070.087387282)|139.55685359843184
